DATE,MINS.IN.HOLT,Count of EXIT.FROM.REST,SCENT,YEAR,CHECK.ID,DAYS.SINCE.CHECK,FUNCTION,MIN.GRP.SIZE,rest
24/02/2011,700,3,0,2011,40597,1,ER,3,1
25/02/2011,723,,0,2011,40597,2,ER,1,1
26/02/2011,692,,0,2011,40597,3,ER,1,1
27/02/2011,850,,1,2011,40597,4,ER,2,1
28/02/2011,0,,0,2011,40597,5,ER,0,0
01/03/2011,0,,0,2011,40597,6,ER,0,0
02/03/2011,0,,0,2011,40597,7,ER,0,0
03/03/2011,833,,1,2011,40597,8,ER,1,1
04/03/2011,0,,0,2011,40597,9,ER,0,0
05/03/2011,952,,0,2011,40607,0,ER,1,1
06/03/2011,780,,0,2011,40607,1,ER,1,1
07/03/2011,1265,,0,2011,40607,2,ER,3,1
08/03/2011,846,,0,2011,40607,3,ER,3,1
09/03/2011,1062,,0,2011,40607,4,ER,3,1
10/03/2011,1109,,1,2011,40607,5,ER,4,1
11/03/2011,2503,,0,2011,40607,6,ER,4,1
12/03/2011,989,,1,2011,40607,7,ER,4,1
13/03/2011,1152,,1,2011,40607,8,ER,3,1
14/03/2011,0,,0,2011,40607,9,ER,0,0
15/03/2011,838,,0,2011,40616,1,ER,1,1
16/03/2011,917,,0,2011,40616,2,ER,3,1
17/03/2011,53,,0,2011,40616,3,ER,3,1
18/03/2011,0,,0,2011,40616,4,ER,0,0
19/03/2011,830,,1,2011,40616,5,ER,3,1
20/03/2011,0,,0,2011,40616,6,ER,0,0
21/03/2011,0,,0,2011,40616,7,ER,0,0
22/03/2011,956,,1,2011,40620,4,ER,3,1
23/03/2011,1016,,1,2011,40620,5,ER,3,1
24/03/2011,0,,0,2011,40620,6,ER,0,0
25/03/2011,857,,0,2011,40620,7,ER,1,1
26/03/2011,0,,0,2011,40620,8,ER,0,0
27/03/2011,0,,0,2011,40620,9,ER,0,0
28/03/2011,0,,0,2011,40620,10,ER,0,0
29/03/2011,0,,0,2011,40620,11,ER,0,0
30/03/2011,0,,0,2011,40620,12,ER,0,0
31/03/2011,0,,0,2011,40620,13,ER,0,0
01/04/2011,0,,0,2011,40620,14,ER,0,0
03/04/2011,14,,0,2011,40630,6,ER,1,0
04/04/2011,0,,0,2011,40630,7,ER,0,0
05/04/2011,0,,0,2011,40630,8,ER,0,0
06/04/2011,1126,,1,2011,40630,9,ER,3,1
07/04/2011,0,,0,2011,40630,10,ER,0,0
08/04/2011,0,,0,2011,40630,11,ER,0,0
09/04/2011,1214,,1,2011,40630,12,ER,3,1
10/04/2011,1173,,1,2011,40630,13,ER,3,1
11/04/2011,813,,1,2011,40630,14,ER,3,1
12/04/2011,0,,0,2011,40630,15,ER,0,0
13/04/2011,0,,0,2011,40630,16,ER,0,0
14/04/2011,1040,,0,2011,40630,17,ER,3,1
15/04/2011,0,,0,2011,40630,18,ER,0,0
16/04/2011,0,,0,2011,40630,19,ER,0,0
17/04/2011,1031,1,0,2011,40648,2,ER,3,1
18/04/2011,880,,1,2011,40648,3,ER,3,1
19/04/2011,0,,0,2011,40648,4,ER,0,0
20/04/2011,0,,0,2011,40648,5,ER,0,0
21/04/2011,923,,0,2011,40648,6,ER,4,1
22/04/2011,0,,0,2011,40648,7,ER,0,0
23/04/2011,0,,0,2011,40648,8,ER,0,0
24/04/2011,0,,0,2011,40648,9,MR,0,0
25/04/2011,901,,0,2011,40648,10,MR,3,1
26/04/2011,0,,0,2011,40648,11,MR,0,0
27/04/2011,0,,0,2011,40648,12,MR,0,0
28/04/2011,919,,0,2011,40661,0,MR,3,1
29/04/2011,889,,0,2011,40630,32,MR,3,1
30/04/2011,3,,0,2011,40661,2,MR,1,0
01/05/2011,0,,0,2011,40661,3,MR,0,0
02/05/2011,0,,0,2011,40661,4,MR,0,0
03/05/2011,869,,1,2011,40661,5,MR,3,1
04/05/2011,1,,0,2011,40661,6,MR,1,0
05/05/2011,0,,0,2011,40661,7,MR,0,0
06/05/2011,0,,0,2011,40661,8,MR,0,0
07/05/2011,0,,0,2011,40661,9,MR,0,0
08/05/2011,0,,0,2011,40661,10,MR,0,0
09/05/2011,0,,0,2011,40661,11,MR,0,0
10/05/2011,816,,0,2011,40661,12,MR,3,1
11/05/2011,5,,0,2011,40661,13,MR,1,0
12/05/2011,0,,0,2011,40661,14,MR,0,0
13/05/2011,1,,0,2011,40676,0,MR,1,0
14/05/2011,0,,0,2011,40676,1,MR,0,0
15/05/2011,0,,0,2011,40676,2,MR,0,0
16/05/2011,0,,0,2011,40676,3,MR,0,0
17/05/2011,0,,0,2011,40676,4,MR,0,0
18/05/2011,0,,0,2011,40676,5,MR,0,0
19/05/2011,0,,0,2011,40676,6,MR,0,0
20/05/2011,5,,1,2011,40676,7,MR,1,0
21/05/2011,0,,0,2011,40676,8,MR,0,0
22/05/2011,0,,0,2011,40676,9,MR,0,0
23/05/2011,700,3,0,2011,40676,10,MR,3,1
24/05/2011,0,,0,2011,40676,11,MR,0,0
25/05/2011,0,,0,2011,40676,12,MR,0,0
26/05/2011,700,3,0,2011,40676,13,MR,3,1
27/05/2011,0,,0,2011,40676,14,MR,0,0
28/05/2011,0,,0,2011,40676,15,MR,0,0
29/05/2011,0,,0,2011,40676,16,MR,0,0
30/05/2011,0,,0,2011,40676,17,MR,0,0
31/05/2011,1,,0,2011,40676,18,MR,1,0
26/11/2011,0,,0,2011,40872,1,C,0,0
27/11/2011,1,,0,2011,40872,2,C,1,0
20/12/2011,700,1,0,2011,40897,0,C,1,1
21/12/2011,0,,0,2011,40897,1,C,0,0
22/12/2011,0,,0,2011,40897,2,C,0,0
23/12/2011,6,,0,2011,40897,3,C,1,0
24/12/2011,0,,0,2011,40897,4,C,0,0
04/01/2012,1,,0,2012,40912,0,ER,1,0
05/01/2012,2,,0,2012,40912,1,ER,1,0
07/01/2012,1,,0,2012,40912,3,ER,1,0
08/01/2012,0,,0,2012,40912,4,ER,0,0
09/01/2012,0,,0,2012,40912,5,ER,0,0
10/01/2012,0,,0,2012,40912,6,ER,0,0
11/01/2012,0,,0,2012,40912,7,ER,0,0
12/01/2012,1,,0,2012,40912,8,ER,1,0
13/01/2012,700,1,0,2012,40912,9,ER,1,1
14/01/2012,13,,0,2012,40912,10,ER,2,0
15/01/2012,700,2,0,2012,40912,11,ER,3,1
16/01/2012,4,,0,2012,40912,12,ER,1,0
17/01/2012,13,,0,2012,40912,13,ER,1,0
18/01/2012,0,,0,2012,40912,14,ER,0,0
19/01/2012,0,,0,2012,40912,15,ER,0,0
20/01/2012,0,,0,2012,40912,16,ER,0,0
21/01/2012,2,,1,2012,40927,2,ER,1,0
22/01/2012,0,,0,2012,40927,3,ER,0,0
23/01/2012,5,,1,2012,40927,4,ER,1,0
24/01/2012,0,,0,2012,40927,5,ER,0,0
25/01/2012,3,,1,2012,40927,6,ER,1,0
26/01/2012,0,,0,2012,40927,7,ER,0,0
27/01/2012,0,,0,2012,40927,8,ER,0,0
28/01/2012,1,,1,2012,40927,9,ER,1,0
29/01/2012,21,,0,2012,40927,10,ER,1,1
30/01/2012,629,,1,2012,40927,11,ER,1,1
31/01/2012,1,,1,2012,40927,12,ER,1,0
01/02/2012,976,,1,2012,40927,13,ER,1,1
02/02/2012,700,1,0,2012,40941,0,ER,1,1
03/02/2012,1,,0,2012,40941,1,ER,1,0
04/02/2012,322,,1,2012,40941,2,ER,1,1
05/02/2012,1,,0,2012,40941,3,ER,1,0
06/02/2012,788,,0,2012,40941,4,ER,2,1
07/02/2012,651,,1,2012,40941,5,ER,1,1
08/02/2012,819,,0,2012,40941,6,ER,2,1
09/02/2012,1,,0,2012,40941,7,ER,1,0
10/02/2012,0,,0,2012,40941,8,ER,0,0
11/02/2012,318,1,1,2012,40941,9,ER,1,1
12/02/2012,823,,0,2012,40941,10,ER,2,1
13/02/2012,815,,0,2012,40941,11,ER,2,1
14/02/2012,862,,0,2012,41682,12,ER,2,1
15/02/2012,1,,1,2012,41682,13,ER,1,0
16/02/2012,1,,0,2012,41682,14,ER,1,0
17/02/2012,700,1,0,2012,40956,0,ER,1,1
18/02/2012,0,,0,2012,40956,1,ER,0,0
19/02/2012,869,,0,2012,40956,2,ER,1,1
20/02/2012,33,,1,2012,40956,3,ER,1,1
21/02/2012,1,,0,2012,40956,4,ER,1,0
22/02/2012,0,,0,2012,40956,5,ER,0,0
23/02/2012,0,,0,2012,40956,6,ER,0,0
24/02/2012,9,,1,2012,40956,7,ER,1,0
25/02/2012,0,,0,2012,40956,8,ER,0,0
26/02/2012,2,,0,2012,40956,9,ER,1,0
27/02/2012,1,,0,2012,40956,10,ER,1,0
28/02/2012,0,,0,2012,40956,11,ER,0,0
01/03/2012,1,,0,2012,40968,1,ER,1,0
02/03/2012,1,,1,2012,40968,2,MR,1,0
03/03/2012,0,,0,2012,40968,3,MR,0,0
04/03/2012,1,,1,2012,40968,4,MR,1,0
05/03/2012,0,,0,2012,40968,5,MR,0,0
06/03/2012,0,,0,2012,40968,6,MR,0,0
07/03/2012,0,,0,2012,40968,7,MR,0,0
08/03/2012,0,,0,2012,40968,8,MR,0,0
09/03/2012,833,,0,2012,40968,9,MR,1,1
10/03/2012,101,,0,2012,40968,10,MR,1,1
11/03/2012,0,,0,2012,40968,11,MR,0,0
12/03/2012,0,,0,2012,40968,12,MR,0,0
13/03/2012,0,,0,2012,40968,13,MR,0,0
14/03/2012,0,,0,2012,40968,14,MR,0,0
15/03/2012,1,,0,2012,40968,15,MR,1,0
16/03/2012,912,,1,2012,40984,0,MR,1,1
17/03/2012,0,,0,2012,40984,1,MR,0,0
18/03/2012,760,,0,2012,40984,2,MR,1,1
19/03/2012,799,,0,2012,40984,3,MR,3,1
20/03/2012,0,,0,2012,40984,4,MR,0,0
21/03/2012,0,,0,2012,40984,5,MR,0,0
22/03/2012,0,,0,2012,40984,6,MR,0,0
23/03/2012,956,,0,2012,40984,7,MR,3,1
24/03/2012,0,,0,2012,40984,8,MR,0,0
25/03/2012,0,,0,2012,40984,9,MR,0,0
26/03/2012,0,,0,2012,40984,10,MR,0,0
27/03/2012,1020,,1,2012,40984,11,MR,4,1
28/03/2012,0,,0,2012,40984,12,MR,0,0
29/03/2012,0,,0,2012,40984,13,MR,0,0
30/03/2012,0,,0,2012,40984,14,MR,0,0
31/03/2012,1111,,1,2012,40984,15,MR,3,1
01/04/2012,0,,0,2012,40984,16,MR,0,0
02/04/2012,0,,0,2012,40984,17,MR,0,0
19/04/2012,794,,1,2012,41015,3,MR,3,1
20/04/2012,898,,1,2012,41015,4,MR,1,1
21/04/2012,0,,0,2012,41015,5,MR,0,0
22/04/2012,0,,0,2012,41015,6,MR,0,0
23/04/2012,804,,0,2012,41015,7,MR,2,1
24/04/2012,0,,0,2012,41015,8,MR,0,0
25/04/2012,883,,0,2012,41015,9,MR,1,1
26/04/2012,0,,0,2012,41015,10,MR,0,0
27/04/2012,0,,0,2012,41015,11,MR,0,0
28/04/2012,0,,0,2012,41015,12,MR,0,0
29/04/2012,1052,,1,2012,41015,13,MR,2,1
30/04/2012,0,,0,2012,41015,14,MR,0,0
01/05/2012,937,,0,2012,41015,15,MR,2,1
02/05/2012,0,,0,2012,41015,16,LR,0,0
03/05/2012,0,,0,2012,41015,17,LR,0,0
04/05/2012,950,,1,2012,41015,18,LR,1,1
05/05/2012,0,,0,2012,41015,19,LR,0,0
06/05/2012,1002,,0,2012,41035,0,LR,2,1
07/05/2012,0,,0,2012,41035,1,LR,0,0
08/05/2012,0,,0,2012,41035,2,LR,0,0
09/05/2012,0,,0,2012,41035,3,LR,0,0
10/05/2012,0,,0,2012,41035,4,LR,0,0
11/05/2012,92,,0,2012,41035,5,LR,2,1
12/05/2012,0,,0,2012,41035,6,LR,0,0
13/05/2012,0,,0,2012,41035,7,LR,0,0
14/05/2012,932,,0,2012,41035,8,LR,2,1
15/05/2012,7,,0,2012,41035,9,LR,1,0
17/05/2012,996,,0,2012,41035,11,LR,2,1
18/05/2012,1113,,0,2012,41035,12,LR,2,1
19/05/2012,0,,0,2012,41035,13,LR,0,0
20/05/2012,0,,0,2012,41035,14,LR,0,0
21/05/2012,0,,0,2012,41035,15,LR,0,0
22/05/2012,0,,0,2012,41035,16,LR,0,0
23/05/2012,0,,0,2012,41035,17,LR,0,0
24/05/2012,0,,0,2012,41035,18,LR,0,0
25/05/2012,0,,0,2012,41035,19,LR,0,0
26/05/2012,1049,,1,2012,41035,20,LR,1,1
27/05/2012,0,,0,2012,41035,21,LR,0,0
28/05/2012,1077,,0,2012,41035,22,LR,1,1
29/05/2012,0,,0,2012,41035,23,LR,0,0
30/05/2012,0,,0,2012,41059,0,LR,0,0
31/05/2012,0,,0,2012,41059,1,LR,0,0
01/06/2012,960,,0,2012,41059,2,LR,2,1
02/06/2012,0,,0,2012,41059,3,LR,0,0
03/06/2012,0,,0,2012,41059,4,LR,0,0
04/06/2012,0,,0,2012,41059,5,LR,0,0
05/06/2012,0,,0,2012,41059,6,LR,0,0
06/06/2012,0,,0,2012,41059,7,LR,0,0
07/06/2012,0,,0,2012,41059,8,LR,0,0
08/06/2012,0,,0,2012,41059,9,LR,0,0
09/06/2012,843,,0,2012,41059,10,LR,1,1
10/06/2012,0,,0,2012,41059,11,LR,0,0
11/06/2012,781,,0,2012,41059,12,LR,1,1
12/06/2012,1001,,1,2012,41059,13,LR,1,1
13/06/2012,1023,,0,2012,41059,14,LR,2,1
14/06/2012,0,,0,2012,41059,15,LR,0,0
15/06/2012,0,,0,2012,41059,16,LR,0,0
16/06/2012,0,,0,2012,41059,17,LR,0,0
17/06/2012,978,,1,2012,41074,3,LR,3,1
18/06/2012,0,,0,2012,41074,4,LR,0,0
19/06/2012,0,,0,2012,41074,5,LR,0,0
20/06/2012,123,,0,2012,41074,6,LR,1,1
21/06/2012,700,2,1,2012,41074,7,LR,2,1
22/06/2012,0,,0,2012,41074,8,LR,0,0
23/06/2012,4,,1,2012,41074,9,LR,1,0
24/06/2012,0,,0,2012,41074,10,LR,0,0
25/06/2012,0,,0,2012,41074,11,LR,0,0
26/06/2012,976,,1,2012,41074,12,LR,1,1
27/06/2012,0,,0,2012,41074,13,LR,0,0
28/06/2012,0,,0,2012,41074,14,LR,0,0
29/06/2012,0,,0,2012,41074,15,LR,0,0
30/06/2012,0,,0,2012,41074,16,LR,0,0
01/07/2012,0,,0,2012,41074,17,C,0,0
02/07/2012,1,,1,2012,41089,3,C,1,0
03/07/2012,0,,0,2012,41089,4,C,0,0
04/07/2012,749,,0,2012,41089,5,C,2,1
05/07/2012,701,,0,2012,41089,6,C,1,1
06/07/2012,0,,0,2012,41089,7,C,0,0
07/07/2012,1,,0,2012,41089,8,C,1,0
08/07/2012,0,,0,2012,41089,9,C,0,0
09/07/2012,0,,0,2012,41089,10,C,0,0
10/07/2012,837,,0,2012,41089,11,C,2,1
11/07/2012,0,,0,2012,41089,12,C,0,0
12/07/2012,0,,0,2012,41089,13,C,0,0
13/07/2012,0,,0,2012,41089,14,C,0,0
14/07/2012,0,,0,2012,41089,15,C,0,0
15/07/2012,0,,0,2012,41089,16,C,0,0
16/07/2012,0,,0,2012,41089,17,C,0,0
17/07/2012,0,,0,2012,41089,18,C,0,0
18/08/2012,0,,0,2012,41138,1,C,0,0
19/08/2012,0,,0,2012,41138,2,C,0,0
20/08/2012,0,,0,2012,41138,3,C,0,0
21/08/2012,1,,0,2012,41138,4,C,1,0
22/08/2012,0,,0,2012,41138,5,C,0,0
23/08/2012,0,,0,2012,41138,6,C,0,0
24/08/2012,2,,0,2012,41138,7,C,1,0
25/08/2012,0,,0,2012,41138,8,C,0,0
26/08/2012,0,,0,2012,41138,9,C,0,0
27/08/2012,1,,0,2012,41138,10,C,1,0
28/08/2012,4,,1,2012,41138,11,C,1,0
29/08/2012,3,,0,2012,41138,12,C,1,0
30/08/2012,0,,0,2012,41138,13,C,0,0
31/08/2012,0,,0,2012,41151,1,C,0,0
01/09/2012,0,,0,2012,41151,2,C,0,0
02/09/2012,0,,0,2012,41151,3,C,0,0
03/09/2012,4,,1,2012,41151,4,C,1,0
04/09/2012,0,,0,2012,41151,5,C,0,0
05/09/2012,0,,0,2012,41151,6,C,0,0
06/09/2012,0,,0,2012,41151,7,C,0,0
07/09/2012,0,,0,2012,41151,8,C,0,0
08/09/2012,0,,0,2012,41151,9,C,0,0
09/09/2012,0,,0,2012,41151,10,C,0,0
10/09/2012,0,,0,2012,41151,11,C,0,0
11/09/2012,0,,0,2012,41151,12,C,0,0
12/09/2012,0,,0,2012,41151,13,C,0,0
13/09/2012,2,,0,2012,41165,0,C,1,0
14/09/2012,0,,0,2012,41165,1,C,0,0
15/09/2012,0,,0,2012,41165,2,C,0,0
16/09/2012,0,,0,2012,41165,3,C,0,0
17/09/2012,0,,0,2012,41165,4,C,0,0
18/09/2012,3,,1,2012,41165,5,C,1,0
19/09/2012,0,,0,2012,41165,6,C,0,0
20/09/2012,0,,0,2012,41165,7,C,0,0
21/09/2012,0,,0,2012,41165,8,C,0,0
22/09/2012,0,,0,2012,41165,9,C,0,0
23/09/2012,0,,0,2012,41165,10,C,0,0
24/09/2012,2,,0,2012,41165,11,C,1,0
25/09/2012,0,,0,2012,41165,12,C,0,0
26/09/2012,0,,0,2012,41165,13,C,0,0
27/09/2012,0,,0,2012,41165,14,C,0,0
28/09/2012,700,1,0,2012,41180,0,C,1,1
29/09/2012,0,,0,2012,41180,1,C,0,0
30/09/2012,0,,0,2012,41180,2,C,0,0
01/10/2012,1,,0,2012,41180,3,C,1,0
02/10/2012,2,,0,2012,41180,4,C,1,0
03/10/2012,1,,0,2012,41180,5,C,1,0
04/10/2012,1,,0,2012,41180,6,C,1,0
05/10/2012,0,,0,2012,41180,7,C,0,0
06/10/2012,0,,0,2012,41180,8,C,0,0
07/10/2012,0,,0,2012,41180,9,C,0,0
08/10/2012,0,,0,2012,41180,10,C,0,0
09/10/2012,2,,0,2012,41180,11,C,1,0
10/10/2012,43,,0,2012,41180,12,C,1,1
11/10/2012,0,,0,2012,41180,13,C,0,0
12/10/2012,0,,0,2012,41180,14,C,0,0
13/10/2012,0,,0,2012,41180,15,C,0,0
14/10/2012,0,,0,2012,41180,16,C,0,0
15/10/2012,0,,0,2012,41180,17,C,0,0
16/10/2012,3,,0,2012,41180,18,C,1,0
17/10/2012,1,,0,2012,41180,19,C,1,0
18/10/2012,0,,0,2012,41180,20,C,0,0
19/10/2012,0,,0,2012,41180,21,C,0,0
20/10/2012,2,,0,2012,41180,22,C,1,0
21/10/2012,0,,0,2012,41180,23,C,0,0
22/10/2012,1,,1,2012,41204,0,C,1,0
23/10/2012,1,,0,2012,41204,1,C,1,0
24/10/2012,0,,0,2012,41204,2,C,0,0
25/10/2012,0,,0,2012,41204,3,C,0,0
26/10/2012,0,,0,2012,41204,4,C,0,0
27/10/2012,0,,0,2012,41204,5,C,0,0
28/10/2012,1,,0,2012,41204,6,C,1,0
29/10/2012,0,,0,2012,41204,7,C,0,0
30/10/2012,1,,0,2012,41204,8,C,1,0
31/10/2012,0,,0,2012,41204,9,C,0,0
01/11/2012,0,,0,2012,41204,10,C,0,0
02/11/2012,1,,0,2012,41204,11,C,1,0
03/11/2012,0,,0,2012,41204,12,C,0,0
04/11/2012,0,,0,2012,41204,13,C,0,0
05/11/2012,0,,0,2012,41204,14,C,0,0
06/11/2012,0,,0,2012,41204,15,C,0,0
07/11/2012,0,,0,2012,41204,16,C,0,0
08/11/2012,0,,0,2012,41221,0,C,0,0
09/11/2012,1,,0,2012,41221,1,C,1,0
10/11/2012,2,,0,2012,41221,2,C,1,0
11/11/2012,0,,0,2012,41221,3,C,0,0
12/11/2012,0,,0,2012,41221,4,C,0,0
13/11/2012,0,,0,2012,41221,5,C,0,0
14/11/2012,1,,0,2012,41221,6,C,1,0
15/11/2012,0,,0,2012,41221,7,C,0,0
16/11/2012,0,,0,2012,41221,8,C,0,0
17/11/2012,1,,1,2012,41221,9,C,1,0
18/11/2012,1,,0,2012,41221,10,C,1,0
19/11/2012,0,,0,2012,41221,11,C,0,0
20/11/2012,1,,0,2012,41221,12,C,1,0
21/11/2012,0,,0,2012,41234,0,C,0,0
22/11/2012,0,,0,2012,41234,1,C,0,0
23/11/2012,1,,0,2012,41234,2,C,1,0
24/11/2012,0,,0,2012,41234,3,C,0,0
25/11/2012,0,,0,2012,41234,4,C,0,0
26/11/2012,1,,0,2012,41234,5,C,1,0
27/11/2012,0,,0,2012,41234,6,C,0,0
28/11/2012,0,,0,2012,41234,7,C,0,0
29/11/2012,0,,0,2012,41234,8,C,0,0
30/11/2012,0,,0,2012,41234,9,C,0,0
01/12/2012,0,,0,2012,41234,10,C,0,0
02/12/2012,2,,0,2012,41234,11,C,1,0
03/12/2012,0,,0,2012,41234,12,C,0,0
04/12/2012,0,,0,2012,41234,13,C,0,0
05/12/2012,0,,0,2012,41248,0,C,0,0
06/12/2012,0,,0,2012,41248,1,C,0,0
07/12/2012,0,,0,2012,41248,2,C,0,0
08/12/2012,1,,0,2012,41248,3,C,1,0
09/12/2012,644,,0,2012,41248,4,C,1,1
10/12/2012,0,,0,2012,41248,5,C,0,0
11/12/2012,1,,0,2012,41248,6,C,1,0
12/12/2012,700,1,0,2012,41248,7,C,1,1
13/12/2012,1,,0,2012,41248,8,C,1,0
14/12/2012,1,1,0,2012,41257,0,C,1,0
15/12/2012,621,,0,2012,41257,1,ER,3,1
16/12/2012,0,,0,2012,41257,2,ER,0,0
17/12/2012,0,,0,2012,41257,3,ER,0,0
18/12/2012,0,,0,2012,41257,4,ER,0,0
19/12/2012,0,,0,2012,41257,5,ER,0,0
20/12/2012,0,,0,2012,41257,6,ER,0,0
21/12/2012,0,,0,2012,41257,7,ER,0,0
22/12/2012,0,,0,2012,41257,8,ER,0,0
23/12/2012,0,,0,2012,41257,9,ER,0,0
24/12/2012,0,,0,2012,41257,10,ER,0,0
25/12/2012,190,,1,2012,41257,11,ER,1,1
29/12/2012,1,,1,2012,41271,1,ER,1,0
30/12/2012,0,,0,2012,41271,2,ER,0,0
31/12/2012,0,,0,2012,41271,3,ER,0,0
01/01/2013,0,,0,2013,41271,4,ER,0,0
02/01/2013,0,,0,2013,41271,5,ER,0,0
03/01/2013,0,,0,2013,41271,6,ER,0,0
04/01/2013,0,,0,2013,41271,7,ER,0,0
05/01/2013,0,,0,2013,41271,8,ER,0,0
06/01/2013,0,,0,2013,41271,9,ER,0,0
