CODE,EVENT.PASS,SINGLE.CAM,MOVEMENT,CAM.FUNCT,DUAL.PRESENCE,SINGLE.RECORDED,WET.DRY,TEMPERATURE,DATE,TIME,D.COUNT,S.COUNT,D.AD.COUNT,S.AD.COUNT,D.SEX,D.AD.SEX,S.AD.SEX,D.SPRAINT,S.SPRAINT,D.VOCAL,S.VOCAL,D.BEDDING,S.BEDDING,D.PLAY,S.PLAY,D.LOAF,S.LOAF,D.GROOMROLL,S.GROOMROLL,D.BEH.COUNT,S.BEH.COUNT
F1.1919,67,CLOSE,IN.OUT,y,1,1,U,3,08/08/2015,04:30,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1919,67,ROSE,IN.OUT,y,1,1,U,3,08/08/2015,04:30,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.622,68,CLOSE,BEDDING,y,1,1,D,4,29/04/2012,20:08,1,1,1,1,U,U,U,0,0,1,1,1,1,0,0,0,0,0,0,2,2
F1.622,68,ROSE,TU,TU,1,0,U,4,29/04/2012,20:08,1,0,1,0,U,U,U,0,0,1,0,1,0,0,0,0,0,0,0,2,0
F1.590,69,CLOSE,IN.OUT,y,1,1,U,1,15/03/2012,02:17,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,1,1,2,2
F1.590,69,ROSE,TU,TU,1,0,U,1,15/03/2012,02:17,1,0,1,0,U,U,U,0,0,1,0,0,0,0,0,0,0,1,0,2,0
F1.51,70,CLOSE,IN,y,1,1,U,8,30/10/2014,19:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.51,70,ROSE,TU,TU,1,0,U,8,30/10/2014,19:06,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1791,71,CLOSE,IN,y,1,1,U,0,04/04/2015,06:30,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1791,71,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,0,04/04/2015,06:30,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.616,72,CLOSE,IN,y,1,1,W,3,19/04/2012,04:25,3,3,1,1,F,F,F,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.616,72,ROSE,IN,y,1,1,U,3,19/04/2012,04:25,3,3,1,1,F,F,F,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.276,73,CLOSE,IN,y,1,1,W,13,07/06/2014,11:07,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.276,73,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,13,07/06/2014,11:07,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.819,74,CLOSE,OUT,y,1,1,U,-4,19/03/2011,03:25,3,1,1,1,U,U,U,0,0,1,1,1,0,0,0,0,0,0,0,2,1
F1.819,74,ROSE,BEDDING,y,1,1,U,-4,19/03/2011,03:25,3,3,1,1,U,U,U,0,0,1,0,1,1,0,0,0,0,0,0,2,1
F1.462,75,CLOSE,IN,y,1,1,U,0,12/01/2013,00:54,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.462,75,ROSE,IN,y,1,1,U,0,12/01/2013,00:54,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.210,76,CLOSE,IN,y,1,1,W,3,13/03/2014,05:24,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.210,76,ROSE,IN,y,1,1,U,3,13/03/2014,05:24,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1969,77,CLOSE,TU,TU,1,0,U,12,06/09/2015,17:49,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1969,77,ROSE,IN,y,1,1,U,12,06/09/2015,17:49,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1724,78,CLOSE,OUT,y,1,1,U,6,17/11/2014,05:46,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1724,78,ROSE,TU,TU,1,0,U,6,17/11/2014,05:46,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.683,79,CLOSE,IN,y,1,1,U,6,02/10/2012,05:40,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.683,79,ROSE,IN,y,1,1,W,6,02/10/2012,05:40,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.165,80,CLOSE,OUT,y,1,1,W,4,06/03/2014,00:13,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.165,80,ROSE,OUT,y,1,1,U,4,06/03/2014,00:13,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.839,81,CLOSE,IN,y,1,1,W,-3,07/03/2011,05:29,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.839,81,ROSE,IN,y,1,1,U,-3,07/03/2011,05:29,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.260,82,CLOSE,IN,y,1,1,W,1,20/02/2014,19:14,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.260,82,ROSE,IN,y,1,1,U,1,20/02/2014,19:14,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.1689,83,CLOSE,BEDDING,y,1,1,D,-2,04/02/2015,17:33,1,1,1,1,U,U,U,0,0,0,0,1,1,0,0,0,0,0,0,1,1
F1.1689,83,ROSE,TU,TU,1,0,U,-2,04/02/2015,17:33,1,0,1,0,U,U,U,0,0,0,0,1,0,0,0,0,0,0,0,1,0
F1.1662,84,CLOSE,IN.OUT,y,1,1,D,3,02/03/2013,18:57,3,3,1,1,U,U,U,1,1,1,1,0,0,0,0,0,0,0,0,2,2
F1.1662,84,ROSE,OUT,y,1,1,D,3,02/03/2013,18:57,3,3,1,1,U,U,U,1,0,1,0,0,0,0,0,0,0,0,0,2,0
F1.1727,85,CLOSE,OUT,y,1,1,U,3,21/11/2014,06:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1727,85,ROSE,IN.OUT,y,1,1,U,3,21/11/2014,06:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1786,86,CLOSE,OUT,y,1,1,D,4,27/03/2015,19:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1786,86,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,4,27/03/2015,19:06,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1967,87,CLOSE,IN.OUT,y,1,1,U,5,06/09/2015,22:49,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.1967,87,ROSE,IN.OUT,y,1,1,U,5,06/09/2015,22:49,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.1954,88,CLOSE,IN,y,1,1,U,0,02/03/2015,02:29,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.1954,88,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,0,02/03/2015,02:29,1,0,1,0,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.318,89,CLOSE,OUT,y,1,1,D,5,30/12/2013,05:16,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.318,89,ROSE,TU,TU,1,0,U,5,30/12/2013,05:16,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.30,90,CLOSE,OUT,y,1,1,U,9,06/04/2014,04:56,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.30,90,ROSE,OUT,y,1,1,U,9,06/04/2014,04:56,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.345,91,CLOSE,IN,y,1,1,W,3,15/12/2013,10:04,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.345,91,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,3,15/12/2013,10:04,1,0,1,0,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.351,92,CLOSE,IN,y,1,1,U,-3,18/11/2013,21:25,1,1,1,1,FJ,FJ,FJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.351,92,ROSE,IN,y,1,1,W,-3,18/11/2013,21:25,1,1,1,1,FJ,FJ,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.145,93,CLOSE,IN,y,1,1,U,1,09/01/2014,15:51,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.145,93,ROSE,IN,y,1,1,U,1,09/01/2014,15:51,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.626,94,CLOSE,OUT,y,1,1,D,5,04/05/2012,19:47,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,13,13,0,0,1,1
F1.626,94,ROSE,OUT,y,1,1,D,5,04/05/2012,19:47,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,13,0,0,0,1,0
F1.499,95,CLOSE,IN.ENTRANCE,y,1,1,D,4,08/02/2013,18:20,2,2,1,1,F,F,F,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.499,95,ROSE,TU,TU,1,0,U,4,08/02/2013,18:20,2,0,1,0,F,F,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.759,96,CLOSE,OUT,y,1,1,D,9,28/04/2011,20:22,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.759,96,ROSE,OUT,y,1,1,D,9,28/04/2011,20:22,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.497,97,CLOSE,NO.TRIGGER,NO.TRIGGER,1,0,U,-3,03/02/2013,05:13,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.497,97,ROSE,IN,y,1,1,U,-3,03/02/2013,05:13,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.193,98,CLOSE,OUT,y,1,1,U,0,01/03/2014,01:51,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.193,98,ROSE,OUT,y,1,1,U,0,01/03/2014,01:51,1,1,1,1,U,U,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.782,99,CLOSE,IN,y,1,1,W,4,21/04/2011,05:01,4,4,2,2,NA,MF,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.782,99,ROSE,IN,y,1,1,U,4,21/04/2011,05:01,4,2,2,2,NA,MF,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.65,100,CLOSE,IN,y,1,1,U,10,09/05/2014,20:29,1,1,1,1,FJ,FJ,FJ,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.65,100,ROSE,IN,y,1,1,U,10,09/05/2014,20:29,1,1,1,1,FJ,FJ,F,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.129,101,CLOSE,OUT,y,1,1,U,3,06/02/2014,02:14,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.129,101,ROSE,TU,TU,1,0,U,3,06/02/2014,02:14,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1746,102,CLOSE,BEDDING,y,1,1,U,8,10/01/2015,03:34,1,1,1,1,U,U,U,0,0,0,0,1,1,0,0,0,0,0,0,1,1
F1.1746,102,ROSE,BEDDING,y,1,1,U,8,10/01/2015,03:34,1,1,1,1,U,U,U,0,0,0,0,1,1,0,0,0,0,0,0,1,1
F1.828,103,CLOSE,OUT,y,1,1,W,5,23/03/2011,23:01,3,3,1,1,F,F,F,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.828,103,ROSE,OUT,y,1,1,U,5,23/03/2011,23:01,3,3,1,1,F,F,F,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.430,104,CLOSE,IN,y,1,1,W,-2,19/04/2013,04:58,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.430,104,ROSE,IN,y,1,1,W,-2,19/04/2013,04:58,3,3,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.624,105,CLOSE,IN,y,1,1,U,4,01/05/2012,03:38,2,2,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.624,105,ROSE,IN,y,1,1,U,4,01/05/2012,03:38,2,2,1,1,F,F,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.262,106,CLOSE,IN,y,1,1,D,0,20/02/2014,20:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.262,106,ROSE,IN,y,1,1,D,0,20/02/2014,20:06,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.102,107,CLOSE,OUT,y,1,1,D,6,12/04/2014,19:25,3,3,1,1,F,F,F,1,1,1,1,0,0,0,0,0,0,0,0,2,2
F1.102,107,ROSE,OUT,y,1,1,D,6,12/04/2014,19:25,3,1,1,1,F,F,U,1,0,1,0,0,0,0,0,0,0,0,0,2,0
F1.355,108,CLOSE,IN,y,1,1,U,-3,19/11/2013,14:32,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.355,108,ROSE,IN,y,1,1,W,-3,19/11/2013,14:32,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1826,109,CLOSE,OUT,y,1,1,W,3,25/04/2015,22:26,1,1,1,1,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.1826,109,ROSE,TU,TU,1,0,U,3,25/04/2015,22:26,1,0,1,0,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.853,110,CLOSE,TU,TU,1,0,U,0,10/03/2011,19:43,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.853,110,ROSE,OUT,y,1,1,U,0,10/03/2011,19:43,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.803,111,CLOSE,NO.TRIGGER,NO.TRIGGER,1,0,U,10,06/04/2011,05:05,1,0,1,0,U,U,U,1,0,1,0,0,0,0,0,0,0,0,0,2,0
F1.803,111,ROSE,IN,y,1,1,W,10,06/04/2011,05:05,1,1,1,1,U,U,U,1,1,1,1,0,0,0,0,0,0,0,0,2,2
F1.1938,112,CLOSE,IN,y,1,1,W,9,26/08/2015,01:02,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.1938,112,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,9,26/08/2015,01:02,1,0,1,0,U,U,U,0,0,1,0,0,0,0,0,0,0,0,0,1,0
F1.1923,113,CLOSE,IN,y,1,1,U,10,14/08/2015,00:02,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1923,113,ROSE,TU,TU,1,0,U,10,14/08/2015,00:02,1,0,1,0,U,U,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.144,114,CLOSE,OUT,y,1,1,U,5,08/01/2014,05:20,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.144,114,ROSE,OUT,y,1,1,D,5,08/01/2014,05:20,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.302,115,CLOSE,OUT,y,1,1,U,10,05/09/2014,00:54,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.302,115,ROSE,OUT,y,1,1,U,10,05/09/2014,00:54,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1902,116,CLOSE,IN,y,1,1,U,10,11/07/2015,01:44,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1902,116,ROSE,NO.TRIGGER,NO.TRIGGER,1,0,U,10,11/07/2015,01:44,0,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1686,117,CLOSE,OUT,y,1,1,U,-3,01/02/2015,17:15,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1686,117,ROSE,TU,TU,1,0,U,-3,01/02/2015,17:15,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.711,118,CLOSE,IN,y,1,1,D,0,13/12/2014,19:36,1,1,1,1,M,M,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.711,118,ROSE,IN,y,1,1,U,0,13/12/2014,19:36,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.613,119,CLOSE,IN,y,1,1,U,0,31/03/2012,21:51,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.613,119,ROSE,IN,y,1,1,U,0,31/03/2012,21:51,1,1,1,1,U,U,U,0,0,1,1,0,0,0,0,0,0,0,0,1,1
F1.645,120,CLOSE,IN,y,1,1,W,6,01/06/2012,03:35,2,2,NA,NA,U,U,U,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.645,120,ROSE,IN,y,1,1,W,6,01/06/2012,03:35,2,2,NA,NA,U,U,U,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.662,121,CLOSE,IN,y,1,1,U,12,04/07/2012,07:50,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.662,121,ROSE,IN,y,1,1,W,12,04/07/2012,07:50,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.590,122,CLOSE,OUT,y,1,1,D,0,18/03/2012,04:09,1,1,1,1,FJ,FJ,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.590,122,ROSE,TU,TU,1,0,U,0,18/03/2012,04:09,1,0,1,0,FJ,FJ,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.518,123,CLOSE,IN,y,1,1,W,-2,18/02/2013,17:50,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.518,123,ROSE,IN,y,1,1,W,-2,18/02/2013,17:50,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.117,124,CLOSE,OUT,y,1,1,U,1,25/01/2014,17:17,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.117,124,ROSE,TU,TU,1,0,U,1,25/01/2014,17:17,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.123,125,CLOSE,OUT,y,1,1,D,1,30/01/2014,10:44,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.123,125,ROSE,TU,TU,1,0,U,1,30/01/2014,10:44,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.67,126,CLOSE,IN,y,1,1,U,5,10/05/2014,00:45,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.67,126,ROSE,IN,y,1,1,U,5,10/05/2014,00:45,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.69,127,CLOSE,IN,y,1,1,U,6,11/05/2014,22:57,2,2,NA,NA,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.69,127,ROSE,IN,y,1,1,U,6,11/05/2014,22:57,2,2,NA,NA,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.197,128,CLOSE,OUT,y,1,1,D,0,02/03/2014,06:34,1,1,1,1,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.197,128,ROSE,TU,TU,1,0,U,0,02/03/2014,06:34,1,0,1,0,M,M,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.332,129,CLOSE,OUT,y,1,1,D,0,06/12/2013,14:38,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,1,1,0,0,1,1
F1.332,129,ROSE,TU,TU,1,0,U,0,06/12/2013,14:38,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,1,0,0,0,1,0
F1.611,130,CLOSE,OUT,y,1,1,D,0,31/03/2012,22:15,3,3,1,1,F,F,F,1,1,0,0,0,0,0,0,0,0,0,0,1,1
F1.611,130,ROSE,OUT,y,1,1,U,0,31/03/2012,22:15,3,1,1,0,F,F,F,1,0,0,0,0,0,0,0,0,0,0,0,1,0
F1.814,131,CLOSE,IN,y,1,1,U,8,11/04/2011,06:57,1,1,1,1,FJ,FJ,FJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.814,131,ROSE,IN,y,1,1,U,8,11/04/2011,06:57,1,1,1,1,FJ,FJ,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1701,132,CLOSE,OUT,y,1,1,U,1,16/02/2015,17:46,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.1701,132,ROSE,TU,TU,1,0,U,1,16/02/2015,17:46,1,0,1,0,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F1.2,133,CLOSE,IN,y,1,1,W,0,25/03/2014,06:15,1,1,1,1,U,U,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0
